NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,Mol
0.0,,0.0,,0.0,0.0,,,,,1.0,1.0,TOX26787,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EAB90>
0.0,,0.0,,,0.0,,,,,,,TOX22090,CCCCCCCCCCCCN(CCO)CCO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EAB20>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22094,CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EAAB0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22096,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EAA40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5879,O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA9D0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX25486,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA960>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6148,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA8F0>
,,,,,,,0.0,,,,,TOX25955,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA880>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX9665,CC(CO)Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA810>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6147,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA7A0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9661,CC(CCO)CC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA730>
,,,,,,,0.0,,0.0,,,TOX25484,CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA6C0>
0.0,,,,,,0.0,1.0,,1.0,,,TOX9662,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA650>
,,,,,,,,,0.0,,,TOX25957,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA5E0>
0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,TOX5178,N=C(Nc1ccccc1)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA570>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2093,Cc1ccc(C)o1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA500>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,TOX20783,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA490>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,TOX21544,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA420>
0.0,,0.0,1.0,,0.0,,,0.0,,0.0,1.0,TOX25952,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA3B0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2090,OCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA340>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21925,CCSC(=O)N(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA2D0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21927,CCCCc1c(C)nc(NCC)nc1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA260>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21920,CCCCC(CC)COCCO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA1F0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22327,COCCCOCCCOC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA180>
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,TOX22324,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA110>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22325,CCCc1ccc(OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA0A0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,TOX22322,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA7EA030>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX941,O=N[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9FC0>
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,TOX14576,O=C(CBr)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9F50>
0.0,0.0,0.0,1.0,,0.0,,,0.0,,,1.0,TOX28698,O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9EE0>
0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,TOX28699,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9E70>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28694,C1CCNCC1.O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9E00>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28695,CCOc1ccc(/N=C(\C)Nc2ccc(OCC)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9D90>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28697,c1ccc2c(c1)Sc1ccccc1N2C[C@@H]1CN2CCC1CC2,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9D20>
0.0,,,,,1.0,,,1.0,,1.0,,TOX28690,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9CB0>
,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28691,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9C40>
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28692,CCCCCCCCCC(=O)N[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9BD0>
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,TOX28693,CN(C)CCOc1ccccc1Cc1ccccc1.Nc1ccc(C(=O)O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9B60>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4774,FC(F)(F)c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9AF0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4775,ClCCBr,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9A80>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4770,O=C(O)c1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9A10>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4771,O=C(O)c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E99A0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4772,O=C(O)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9930>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4773,FC(F)(F)c1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E98C0>
,,,,,,,0.0,,0.0,,,TOX26041,CC(=O)Oc1cccc(C)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9850>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX533,C1COCCO1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E97E0>
0.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX7239,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9770>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7234,COC(=O)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9700>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX7236,Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9690>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7233,CC(Br)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9620>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3927,Brc1ccc(Oc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E95B0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3437,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9540>
0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,TOX3434,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E94D0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3435,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9460>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1690,CCCCCCCCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E93F0>
0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,TOX3063,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9380>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2341,COc1nc(NC(C)C)nc(NC(C)C)n1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9310>
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX9869,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E92A0>
0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,,TOX2345,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9230>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13241,CC(=O)CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E91C0>
,,,,,,,,,0.0,,,TOX3697,CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9150>
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6308,Cc1ccc(N)cc1C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E90E0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3692,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9070>
0.0,,,,0.0,0.0,,,1.0,,,0.0,TOX3693,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E9000>
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX3690,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8F90>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3691,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8F20>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX791,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8EB0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX790,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8E40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX792,O=c1ccc(=O)[nH][nH]1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8DD0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX794,S=C([S-])NCCNC(=S)[S-].[Mn+2],<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8D60>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX3699,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8CF0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21075,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8C80>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24554,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8C10>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24553,Cc1ccccc1S(=O)(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8BA0>
0.0,,,,,,,,0.0,0.0,,1.0,TOX21070,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8B30>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX24559,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8AC0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX25978,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8A50>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25979,OC[C@@H](O)C(O)[C@H](O)CO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E89E0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24682,C=C(C)C(=O)NCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8970>
0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,TOX25973,Oc1ccc(Cl)c2cccnc12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8900>
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25976,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8890>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX25975,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8820>
0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,TOX243,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E87B0>
0.0,,0.0,,1.0,,,,,1.0,1.0,,TOX242,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8740>
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX241,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E86D0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX240,O=C1CCCCCN1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8660>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX247,CNC(=O)Oc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E85F0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX246,NC(=O)Nc1ccc([As](=O)(O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8580>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX245,NC(=O)NNc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8510>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX244,NNC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E84A0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX249,CNC(=O)Oc1cccc2c1OC(C)(C)C2,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8430>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX248,c1ccc2c(c1)[nH]c1ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E83C0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX539,N#CC(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8350>
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX23782,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E82E0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24686,COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8270>
0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,TOX21317,O=C(O)c1cc(I)cc(I)c1I,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8200>
0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,1.0,0.0,TOX29124,O=C(CC(=O)C(F)(F)F)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8190>
0.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,TOX29127,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8120>
0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,,0.0,TOX29121,O=Cc1cc(O)ccc1Br,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E80B0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX29122,CCn1cc[n+](C)c1C.F[B-](F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7E8040>
0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,1.0,TOX29129,OCCCCCCCCCCCCBr,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BF40>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,TOX29128,COS(=O)(=O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BED0>
1.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,TOX28530,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BE60>
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9187,Cc1ccc2cc(C)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BDF0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2411,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BD80>
0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25208,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BD10>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25209,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BCA0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22521,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BC30>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25202,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BBC0>
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,TOX25203,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BB50>
0.0,,1.0,,,1.0,,,,1.0,,,TOX25204,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BAE0>
0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX25205,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BA70>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25206,O=c1[nH]oc2c1CCNC2,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79BA00>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27597,CC(COCCO)OCCO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79B990>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27594,CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79B920>
0.0,,0.0,,,1.0,,,,,,,TOX5998,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79B8B0>
0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,1.0,,TOX5997,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79B840>
0.0,,1.0,,,1.0,,,,,1.0,,TOX27592,Oc1cc2ccccc2c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79B7D0>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX5991,O=Nc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA79B760>
